index, variant, time sec, cycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, page-faults, DTLB-loads, DTLB-load-misses, DTLB-stores, DTLB-store-misses, ITLB_loads, ITLB_load-misses,  scale,  IPC, CPUs,  GHz 
PGM,      16,     0.01, 290.28,       240.20,      1.87,       1.50,          0.28,     118.20,        0.02,      73.60,             0.26,       27.11,              0.16,       0.00,             0.12, 100000, 0.83, 1.01, 2.46 
PGMCacheL (0, 0.000000, 0),       4,     0.01, 159.02,       200.20,      1.71,       1.46,          0.05,      64.88,        0.00,      66.60,             0.02,       32.01,              0.03,       0.00,             -nan, 100000, 1.26, 1.02, 2.45 
PGMCacheL (0, 0.000000, 0),       8,     0.01, 161.32,       200.24,      1.72,       1.47,          0.05,      65.74,        0.00,      66.61,             0.02,       32.02,              0.03,       0.00,             -nan, 100000, 1.24, 1.02, 2.45 
PGMCacheL (0, 0.000000, 0),      32,     0.01, 157.64,       200.14,      1.71,       1.45,          0.05,      73.16,        0.00,      66.58,             0.01,       32.00,              0.03,       0.00,             -nan, 100000, 1.27, 1.02, 2.15 
PGMCacheL (0, 0.000000, 0),      64,     0.01, 159.02,       200.16,      1.71,       1.46,          0.05,      64.80,        0.00,      66.58,             0.02,       32.00,              0.03,       0.00,             -nan, 100000, 1.26, 1.02, 2.45 
PGMCacheL (0, 0.000000, 0),     256,     0.00, 163.54,       200.15,      1.71,       1.46,          0.05,      50.29,        0.00,      66.58,             0.01,       32.00,              0.03,       0.00,             -nan, 100000, 1.22, 1.02, 3.25 
PGMCacheL (0, 0.000000, 0),    1024,     0.01, 161.09,       200.19,      1.72,       1.46,          0.05,      65.64,        0.00,      66.59,             0.01,       32.01,              0.03,       0.00,             -nan, 100000, 1.24, 1.02, 2.45 
PGMCacheL (0, 0.000000, 0),    2048,     0.01, 159.26,       200.18,      1.71,       1.46,          0.05,      64.97,        0.00,      66.58,             0.02,       32.00,              0.03,       0.00,             -nan, 100000, 1.26, 1.02, 2.45 
PGMCacheL (0, 0.000000, 0),    4096,     0.01, 161.41,       200.28,      1.71,       1.46,          0.05,      65.85,        0.00,      66.60,             0.01,       32.02,              0.03,       0.00,             -nan, 100000, 1.24, 1.02, 2.45 
PGMCacheL (0, 0.000000, 0),    8192,     0.01, 160.31,       200.26,      1.72,       1.46,          0.05,      65.30,        0.00,      66.59,             0.01,       32.02,              0.03,       0.00,             -nan, 100000, 1.25, 1.02, 2.46 
PGMCacheR (0, 0.000000, 0),      16,     0.01, 160.33,       200.31,      1.71,       1.46,          0.05,      65.40,        0.00,      66.62,             0.02,       32.03,              0.03,       0.00,             -nan, 100000, 1.25, 1.02, 2.45 
PGMCacheR (0, 0.000000, 0),       4,     0.01, 158.79,       200.20,      1.71,       1.46,          0.05,      64.72,        0.00,      66.60,             0.02,       32.01,              0.03,       0.00,             -nan, 100000, 1.26, 1.02, 2.45 
PGMCacheR (0, 0.000000, 0),       8,     0.01, 162.89,       200.20,      1.71,       1.46,          0.05,      61.46,        0.00,      66.60,             0.02,       32.01,              0.03,       0.00,             -nan, 100000, 1.23, 1.02, 2.65 
PGMCacheR (0, 0.000000, 0),      32,     0.01, 160.10,       200.15,      1.71,       1.46,          0.05,      65.31,        0.00,      66.58,             0.02,       32.00,              0.03,       0.00,             -nan, 100000, 1.25, 1.02, 2.45 
PGMCacheR (0, 0.000000, 0),      64,     0.01, 159.70,       200.15,      1.71,       1.46,          0.05,      65.14,        0.00,      66.58,             0.02,       32.00,              0.03,       0.00,             -nan, 100000, 1.25, 1.02, 2.45 
PGMCacheR (0, 0.000000, 0),     256,     0.01, 160.74,       200.15,      1.71,       1.46,          0.05,      65.58,        0.00,      66.58,             0.01,       32.00,              0.03,       0.00,             -nan, 100000, 1.25, 1.02, 2.45 
PGMCacheR (0, 0.000000, 0),    1024,     0.01, 160.68,       200.17,      1.71,       1.46,          0.05,      65.49,        0.00,      66.58,             0.01,       32.00,              0.03,       0.00,             -nan, 100000, 1.25, 1.02, 2.45 
PGMCacheR (0, 0.000000, 0),    2048,     0.01, 160.61,       200.24,      1.71,       1.46,          0.05,      60.61,        0.00,      66.60,             0.02,       32.01,              0.03,       0.00,             -nan, 100000, 1.25, 1.02, 2.65 
PGMCacheR (0, 0.000000, 0),    4096,     0.01, 161.16,       200.20,      1.71,       1.46,          0.05,      65.74,        0.00,      66.59,             0.01,       32.00,              0.03,       0.00,             -nan, 100000, 1.24, 1.02, 2.45 
PGMCacheR (0, 0.000000, 0),    8192,     0.01, 159.94,       200.17,      1.71,       1.46,          0.05,      65.24,        0.00,      66.58,             0.01,       32.00,              0.03,       0.00,             -nan, 100000, 1.25, 1.02, 2.45 
