index, variant, time sec, cycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, page-faults, DTLB-loads, DTLB-load-misses, DTLB-stores, DTLB-store-misses, ITLB_loads, ITLB_load-misses,  scale,  IPC, CPUs,  GHz 
PGM,      16,     0.01, 289.27,       241.58,      1.88,       1.49,          0.28,     117.83,        0.02,      74.57,             0.26,       27.10,              0.16,       0.00,             0.18, 100000, 0.84, 1.01, 2.46 
PGMCacheL (0, 0.000000, 0),      64,     0.01, 267.25,       198.44,      1.71,       1.46,          0.18,     108.88,        0.00,      61.73,             0.01,       21.01,              0.03,       0.00,             -nan, 100000, 0.74, 1.01, 2.45 
PGMCacheL (0, 0.000000, 0),     256,     0.01, 266.40,       198.93,      1.72,       1.46,          0.18,      84.51,        0.00,      61.74,             0.01,       21.01,              0.03,       0.00,             -nan, 100000, 0.75, 1.01, 3.15 
PGMCacheL (0, 0.000000, 0),    1024,     0.01, 263.88,       199.63,      1.72,       1.48,          0.18,     107.45,        0.00,      61.78,             0.01,       21.04,              0.03,       0.00,             -nan, 100000, 0.76, 1.01, 2.46 
PGMCacheL (0, 0.000000, 0),    2048,     0.01, 264.68,       198.13,      1.72,       1.46,          0.18,     107.84,        0.00,      61.73,             0.01,       21.01,              0.03,       0.00,             -nan, 100000, 0.75, 1.01, 2.45 
PGMCacheL (0, 0.000000, 0),    4096,     0.01, 259.35,       192.37,      1.72,       1.46,          0.18,     105.64,        0.00,      61.76,             0.01,       21.03,              0.03,       0.00,             -nan, 100000, 0.74, 1.01, 2.46 
PGMCacheL (0, 0.000000, 0),    8192,     0.01, 263.73,       198.67,      1.72,       1.46,          0.17,     107.48,        0.00,      61.74,             0.01,       21.02,              0.03,       0.00,             -nan, 100000, 0.75, 1.01, 2.45 
PGMCacheR (0, 0.000000, 0),      16,     0.01, 264.47,       198.47,      1.72,       1.46,          0.17,     112.23,        0.00,      61.80,             0.01,       21.05,              0.03,       0.00,             -nan, 100000, 0.75, 1.01, 2.36 
PGMCacheR (0, 0.000000, 0),       4,     0.01, 255.00,       192.83,      1.71,       1.46,          0.17,     103.89,        0.00,      61.74,             0.01,       21.02,              0.03,       0.00,             -nan, 100000, 0.76, 1.01, 2.45 
PGMCacheR (0, 0.000000, 0),       8,     0.01, 260.23,       192.21,      1.71,       1.46,          0.17,     106.02,        0.00,      61.74,             0.01,       21.02,              0.03,       0.00,             -nan, 100000, 0.74, 1.01, 2.45 
PGMCacheR (0, 0.000000, 0),      32,     0.01, 254.99,       193.06,      1.72,       1.46,          0.17,     103.87,        0.00,      61.74,             0.01,       21.02,              0.03,       0.00,             -nan, 100000, 0.76, 1.01, 2.45 
PGMCacheR (0, 0.000000, 0),      64,     0.01, 259.41,       192.36,      1.72,       1.47,          0.18,     105.67,        0.00,      61.76,             0.01,       21.03,              0.03,       0.00,             -nan, 100000, 0.74, 1.01, 2.45 
PGMCacheR (0, 0.000000, 0),     256,     0.01, 255.41,       193.01,      1.72,       1.47,          0.18,     104.04,        0.00,      61.76,             0.01,       21.03,              0.03,       0.00,             -nan, 100000, 0.76, 1.01, 2.45 
PGMCacheR (0, 0.000000, 0),    1024,     0.01, 255.53,       192.91,      1.71,       1.46,          0.18,     104.08,        0.00,      61.74,             0.01,       21.02,              0.03,       0.00,             -nan, 100000, 0.75, 1.01, 2.46 
PGMCacheR (0, 0.000000, 0),    2048,     0.01, 256.46,       192.60,      1.72,       1.46,          0.17,     104.49,        0.00,      61.74,             0.01,       21.02,              0.03,       0.00,             -nan, 100000, 0.75, 1.01, 2.45 
PGMCacheR (0, 0.000000, 0),    4096,     0.01, 259.04,       192.20,      1.72,       1.46,          0.18,     105.54,        0.00,      61.76,             0.01,       21.03,              0.03,       0.00,             -nan, 100000, 0.74, 1.01, 2.45 
PGMCacheR (0, 0.000000, 0),    8192,     0.01, 255.46,       192.85,      1.71,       1.46,          0.18,     104.06,        0.00,      61.74,             0.01,       21.02,              0.03,       0.00,             -nan, 100000, 0.75, 1.01, 2.45 
