PGMCacheR (0, 0.000000, 0),      16,     0.00,  20.83,         3.58,      1.47,       1.46,          0.04,       9.16,        0.00,       1.06,             0.01,        6.31,              0.03,       -nan,             -nan, 100000, 0.17, 1.10, 2.27 
PGMCacheR (0, 0.000000, 0),       4,     0.00,  20.30,         3.25,      1.46,       1.45,          0.04,       8.76,        0.00,       0.98,             0.01,        6.25,              0.03,       -nan,             -nan, 100000, 0.16, 1.13, 2.32 
PGMCacheR (0, 0.000000, 0),       8,     0.00,  21.27,         3.43,      1.47,       1.46,          0.04,       8.81,        0.00,       1.03,             0.01,        6.28,              0.03,       -nan,             -nan, 100000, 0.16, 1.12, 2.41 
PGMCacheR (0, 0.000000, 0),      32,     0.00,  20.01,         3.14,      1.46,       1.45,          0.04,       8.65,        0.00,       0.94,             0.01,        6.24,              0.03,       -nan,             -nan, 100000, 0.16, 1.13, 2.31 
PGMCacheR (0, 0.000000, 0),      64,     0.00,  20.85,         3.43,      1.47,       1.46,          0.04,       8.99,        0.00,       1.03,             0.01,        6.28,              0.03,       -nan,             -nan, 100000, 0.16, 1.12, 2.32 
PGMCacheR (0, 0.000000, 0),     256,     0.00,  20.15,         3.27,      1.46,       1.45,          0.04,       8.71,        0.00,       0.97,             0.01,        6.25,              0.03,       -nan,             -nan, 100000, 0.16, 1.13, 2.31 
PGMCacheR (0, 0.000000, 0),    1024,     0.00,  19.84,         3.28,      1.47,       1.46,          0.04,       8.57,        0.00,       0.98,             0.01,        6.26,              0.03,       -nan,             -nan, 100000, 0.17, 1.13, 2.32 
PGMCacheR (0, 0.000000, 0),    2048,     0.00,  20.05,         3.39,      1.47,       1.46,          0.04,       8.67,        0.00,       1.01,             0.01,        6.27,              0.03,       -nan,             -nan, 100000, 0.17, 1.13, 2.31 
PGMCacheR (0, 0.000000, 0),    4096,     0.00,  21.47,         3.49,      1.47,       1.46,          0.04,       8.89,        0.00,       1.04,             0.01,        6.28,              0.03,       -nan,             -nan, 100000, 0.16, 1.12, 2.42 
PGMCacheR (0, 0.000000, 0),    8192,     0.00,  19.70,         3.35,      1.47,       1.46,          0.04,       8.88,        0.00,       0.99,             0.01,        6.26,              0.03,       -nan,             -nan, 100000, 0.17, 1.13, 2.22 
